,_c0,DATE,Themes,Organizations,V2Tone
43,43,20150302000000.0,GENERAL_HEALTH;MEDICAL;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_HOSPITAL;TAX_FNCACT;TAX_FNCACT_NURSES;TAX_FNCACT_DOCTORS;TAX_DISEASE;TAX_DISEASE_ULCER;TAX_FNCACT_COUNSELORS;EDUCATION;MANMADE_DISASTER_IMPLIED;SOC_POINTSOFINTEREST_SCHOOL;KILL;,lacey foundation,"-4.11985018726592,3.74531835205993,7.86516853932584,11.6104868913858,24.3445692883895,1.12359550561798,241"
44,44,20150302000000.0,TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_RUSSIA;TAX_FNCACT;TAX_FNCACT_CRITIC;TRIAL;CRIME_ILLEGAL_DRUGS;DRUG_TRADE;ENV_OIL;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_COYOTES;TAX_WORLDFISH;TAX_WORLDFISH_TOPS;TAX_ETHNICITY;TAX_ETHNICITY_BLACK;,,"-0.990099009900991,5.94059405940594,6.93069306930693,12.8712871287129,27.7227722772277,0,92"
45,45,20150302000000.0,NATURAL_DISASTER;NATURAL_DISASTER_CYCLONE;ECON_UNIONS;AFFECT;ECON_TAXATION;PUBLIC_TRANSPORT;TAX_ETHNICITY;TAX_ETHNICITY_AUSTRALIAN;TAX_FNCACT;TAX_FNCACT_EMPLOYEES;NEGOTIATIONS;,bus union;australian federal union of locomotive,"-2.56410256410256,3.07692307692308,5.64102564102564,8.71794871794872,24.6153846153846,0,178"
46,46,20150302000000.0,MANMADE_DISASTER_IMPLIED;MEDIA_MSM;TAX_ETHNICITY;TAX_ETHNICITY_SCANDINAVIAN;TAX_ETHNICITY_FRENCH;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_FRENCH;NATURAL_DISASTER;NATURAL_DISASTER_CHILL;TAX_FNCACT;TAX_FNCACT_MAN;KILL;TAX_FNCACT_DETECTIVE;TAX_FNCACT_POLICEMAN;RETIREMENT;MARITIME_INCIDENT;MARITIME;TAX_ETHNICITY_KALINA;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_DOG;TAX_WORLDMAMMALS_CAT;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_SCHOOL;TERROR;ARMEDCONFLICT;TAX_FNCACT_HITMAN;TAX_FNCACT_INSPECTOR;SECURITY_SERVICES;TAX_FNCACT_POLICE;TAX_FNCACT_ARTIST;TAX_FNCACT_WOMAN;TAX_FNCACT_WOMEN;TAX_FNCACT_JOURNALIST;TAX_FNCACT_PRESENTER;GENERAL_HEALTH;TAX_FNCACT_PILOTS;LGBT;TAX_WORLDLANGUAGES_RUSSIA;DISCRIMINATION;TAX_RELIGION;TAX_RELIGION_CHURCH;GENERAL_GOVERNMENT;TAX_FNCACT_CHILDREN;TAX_ETHNICITY_RUSSIANS;TAX_WORLDLANGUAGES_RUSSIANS;TAX_FNCACT_VIGILANTE;TAX_FNCACT_DIRECTOR;KIDNAP;MEDIA_SOCIAL;TAX_FNCACT_VIGILANTES;TAX_FNCACT_VICTIMS;TAX_ETHNICITY_RUSSIAN;TAX_WORLDLANGUAGES_RUSSIAN;TAX_RELIGION_ORTHODOX;TAX_RELIGION_RUSSIAN_ORTHODOX;TAX_FNCACT_PRIEST;TAX_POLITICAL_PARTY;TAX_POLITICAL_PARTY_TEA_PARTY;TAX_FNCACT_SUPPORTERS;LEGISLATION;BAN;PROPAGANDA;TAX_FNCACT_PAEDOPHILES;PERSECUTION;DEATH_PENALTY;WOUND;TAX_FNCACT_WALKER;TAX_FNCACT_BABY;TAX_FNCACT_LAWMAN;TAX_FNCACT_QUEENS;TAX_FNCACT_QUEEN;CRIME_ILLEGAL_DRUGS;DRUG_TRADE;TAX_ETHNICITY_AMERICAN;ARREST;IMMIGRATION;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_OFFICERS;TAX_FNCACT_OFFICERS;TAX_FNCACT_CONCIERGE;SCIENCE;,budapest hotel;academy a-lister,"-3.39439655172414,3.39439655172414,6.78879310344828,10.1831896551724,20.7435344827586,0.269396551724138,1649"
47,47,20150302000000.0,,republican party;democratic party;united nations;oval office,"-0.865265760197775,4.07911001236094,4.94437577255871,9.02348578491965,22.1260815822002,1.11248454882571,699"
48,48,20150302000000.0,AGRICULTURE;TAX_FNCACT;TAX_FNCACT_CHAIRMAN;TAX_FNCACT_FARMERS;MARITIME;TAX_FNCACT_FISHERMEN;ENV_FISHERY;TAX_WORLDFISH;TAX_WORLDFISH_SNAPPER;TAX_WORLDFISH_FISH;ENV_FORESTRY;TAX_WORLDCRUSTACEANS;TAX_WORLDCRUSTACEANS_SHELLFISH;TAX_FNCACT_EXECUTIVE;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_OFFICER;TAX_FNCACT_OFFICER;TAX_FNCACT_EXECUTIVE_OFFICER;TAX_FNCACT_GUIDE;TAX_FNCACT_DIRECTOR;SCIENCE;SOC_INNOVATION;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_HUMAN;AFFECT;,marine farming association;ministry for primary industries;atmospheric research;national institute of water;marlborough district council,"-0.478468899521531,0.717703349282297,1.19617224880383,1.91387559808612,25.1196172248804,0.478468899521531,392"
49,49,20150302000000.0,EDUCATION;TAX_FNCACT;TAX_FNCACT_TEACHER;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_SCHOOL;TAX_FNCACT_STUDENTS;TAX_FNCACT_PRINCIPAL;TAX_FNCACT_EDUCATORS;,paloma academy central principal;paloma academy central,"9.91735537190083,10.7438016528926,0.826446280991736,11.5702479338843,20.6611570247934,0,112"
50,50,20150302000000.0,TAX_FNCACT;TAX_FNCACT_SENATOR;TAX_SPECIALDEATH;TAX_RELIGION;TAX_RELIGION_ISLAMIC;TAX_TERROR_GROUP;TAX_TERROR_GROUP_ISLAMIC_STATE;TAX_FNCACT_SUPPORTERS;TAX_RELIGION_SHARIA;LEGISLATION;TAX_FNCACT_MAN;TAX_FNCACT_MESSENGER;TAX_TERROR_GROUP_MUJAHIDEEN;TAX_RELIGION_MOSQUE;SECURITY_SERVICES;TAX_FNCACT_POLICE;TAX_ETHNICITY;TAX_ETHNICITY_AUSTRALIAN;TAX_FNCACT_SPOKESPERSON;TERROR;DEATH_PENALTY;TRIAL;,tasmania police;australian federal police,"-4.04040404040404,1.34680134680135,5.38720538720539,6.73400673400673,26.5993265993266,1.01010101010101,278"
51,51,20150302000000.0,,market research;banking company profile;banking market research;company profiles;company database,"0.705218617771509,2.67983074753173,1.97461212976023,4.65444287729196,19.1819464033851,2.39774330042313,624"
52,52,20150302000000.0,EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_COLLEGE;SOC_POINTSOFINTEREST_COLLEGES;SOC_POINTSOFINTEREST_UNIVERSITIES;TAX_FNCACT;TAX_FNCACT_STUDENT;,commission on colleges;treasure valley community college,"8.49056603773585,8.49056603773585,0,8.49056603773585,23.5849056603774,2.83018867924528,94"
53,53,20150302000000.0,TAX_FNCACT;TAX_FNCACT_MINISTER;LEADER;TAX_FNCACT_PRIME_MINISTER;GENERAL_GOVERNMENT;TAX_FNCACT_CABINET_MINISTER;TAX_FNCACT_LEADER;ALLIANCE;PROTEST;STRIKE;MEDIA_MSM;ELECTION;MOVEMENT_GENERAL;TAX_FNCACT_ELDER;TAX_FNCACT_FINANCE_MINISTER;MEDIA_SOCIAL;,,"-0.536672629695885,2.32558139534884,2.86225402504472,5.18783542039356,20.5724508050089,0.35778175313059,412"
54,54,20150302000000.0,LEADER;TAX_FNCACT;TAX_FNCACT_MAYOR;LGBT;TAX_FNCACT_QUEENS;TAX_FNCACT_ORGANIZERS;,,"1.27388535031847,3.18471337579618,1.91082802547771,5.09554140127389,22.2929936305732,1.27388535031847,134"
55,55,20150302000000.0,TAX_WORLDFISH;TAX_WORLDFISH_BASS;TAX_ETHNICITY;TAX_ETHNICITY_WHITE;TAX_WORLDFISH_TOP;KILL;TAX_FNCACT;TAX_FNCACT_KING;MARITIME_INCIDENT;MARITIME;MANMADE_DISASTER_IMPLIED;MEDIA_MSM;ECON_HOUSING_PRICES;TAX_ETHNICITY_AMERICAN;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_FOX;TAX_ETHNICITY_AMERICANS;RELIGION;,,"1.03703703703704,2.96296296296296,1.92592592592593,4.88888888888889,17.9259259259259,2.51851851851852,582"
56,56,20150302000000.0,LEADER;,united states,"1.44508670520231,5.78034682080925,4.33526011560694,10.1156069364162,21.9653179190751,2.60115606936416,316"
57,57,20150302000000.0,SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_AIRPORT;TAX_WORLDFISH;TAX_WORLDFISH_TOP;TAX_ETHNICITY;TAX_ETHNICITY_AUSTRALIAN;TAX_ETHNICITY_ARAB;TAX_ETHNICITY_AMERICAN;TAX_FNCACT;TAX_FNCACT_ADMIRALS;SOC_POINTSOFINTEREST_AIRPORTS;TAX_FNCACT_GUIDE;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_SICH;ALLIANCE;TAX_ETHNICITY_THAI;MEDIA_SOCIAL;,united airlines;singapore airline silverkris;etihad or singapore airlines;singapore airlines silverkris lounge;lufthansa;admirals club;singapore airlines;cathay pacific or japan airlines;united club;star alliance;american airlines admirals club;koru club;alaska airlines or american;american airlines admirals clubs;alaska airlines board rooms;qantas club,"6.43564356435644,6.83168316831683,0.396039603960396,7.22772277227723,21.0891089108911,1.58415841584158,942"
58,58,20150302000000.0,TAX_FNCACT;TAX_FNCACT_ACTRESS;IDEOLOGY;MEDIA_MSM;EDUCATION;ENV_CLIMATECHANGE;,,"3.3175355450237,4.2654028436019,0.947867298578199,5.21327014218009,20.3791469194313,3.7914691943128,182"
59,59,20150302000000.0,SECURITY_SERVICES;TAX_FNCACT;TAX_FNCACT_POLICE;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_HORSE;TAX_FNCACT_DETECTIVES;SOC_GENERALCRIME;ORGANIZED_CRIME;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_OFFICERS;TAX_FNCACT_OFFICERS;TAX_FNCACT_KILLER;TAX_FNCACT_DETECTIVE;TAX_FNCACT_INSPECTOR;MANMADE_DISASTER_IMPLIED;TAX_FNCACT_FATHER;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_INGLIS;KILL;TAX_FNCACT_JOCKEY;TAX_FNCACT_JUDGE;TAX_WORLDFISH;TAX_WORLDFISH_TOP;TAX_WORLDLANGUAGES_RUSSIA;TERROR;TAX_ETHNICITY;TAX_ETHNICITY_BLACK;TAX_FNCACT_PRINCIPAL;,department of public prosecutions;purana task;crown metropol hotel,"-3.34448160535117,1.33779264214047,4.68227424749164,6.02006688963211,26.4214046822742,2.34113712374582,558"
60,60,20150302000000.0,TAX_ETHNICITY;TAX_ETHNICITY_INDIGENOUS;ETH_INDIGINOUS;PROTEST;MOVEMENT_GENERAL;TAX_FNCACT;TAX_FNCACT_ACTIVIST;KILL;GENERAL_HEALTH;MEDICAL;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_HOSPITAL;TAX_DISEASE;TAX_DISEASE_CANCER;TAX_FNCACT_CHILDREN;TAX_ETHNICITY_AUSTRALIAN;TAX_FNCACT_DIRECTOR;TAX_FNCACT_CHIEF;TAX_FNCACT_MINISTER;TAX_FNCACT_SENATOR;TAX_POLITICAL_PARTY;TAX_POLITICAL_PARTY_LABOR_PARTY;GENERAL_GOVERNMENT;TAX_FNCACT_HERO;TAX_FNCACT_LEADER;TAX_WORLDINSECTS;TAX_WORLDINSECTS_DELIA;TAX_AGRICULHARMINSECTS;TAX_AGRICULHARMINSECTS_DELIA;,central australian aboriginal legal aid service;central land council,"1.52439024390244,4.8780487804878,3.35365853658537,8.23170731707317,21.6463414634146,0.609756097560976,296"
61,61,20150302000000.0,TAX_FNCACT;TAX_FNCACT_LEADER;TAX_FNCACT_CANDIDATES;TAX_FNCACT_OFFICIAL;TAX_FNCACT_DEPUTY;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_HEADQUARTERS;ELECTION;TAX_FNCACT_OFFICIALS;LEADER;TAX_FNCACT_PRESIDENT;RESIGNATION;GENERAL_GOVERNMENT;,,"1.1214953271028,2.24299065420561,1.1214953271028,3.36448598130841,21.8691588785047,0.186915887850467,487"
62,62,20150302000000.0,TAX_FNCACT;TAX_FNCACT_LEADER;IDEOLOGY;ELECTION;TAX_FNCACT_EXECUTIVE;TRANSPARENCY;GENERAL_GOVERNMENT;,,"0,3.34728033472803,3.34728033472803,6.69456066945607,24.6861924686192,4.18410041841004,216"
63,63,20150302000000.0,TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_SANTA;TAX_WORLDLANGUAGES_SANTA_CRUZ;TAX_FNCACT;TAX_FNCACT_GOATHERDS;KILL;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_GOATS;MANMADE_DISASTER_IMPLIED;TAX_FNCACT_DIRECTOR;EDUCATION;TAX_FNCACT_MANAGER;TAX_FNCACT_PROJECT_MANAGER;TAX_FNCACT_BABY;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_SUPERINTENDENT;TAX_FNCACT_SUPERINTENDENT;TAX_WORLDLANGUAGES_MOORE;AGRICULTURE;TAX_WORLDMAMMALS_TIGER;ARMEDCONFLICT;TAX_WORLDMAMMALS_GOAT;,,"-1.3671875,1.5625,2.9296875,4.4921875,20.703125,0.9765625,487"
64,64,20150302000000.0,MEDIA_MSM;MEDIA_SOCIAL;TAX_FNCACT;TAX_FNCACT_MAN;SECURITY_SERVICES;TAX_FNCACT_POLICE;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_SCHOOLS;TAX_FNCACT_LEADERS;TAX_POLITICAL_PARTY;TAX_POLITICAL_PARTY_LABOR_MP;GENERAL_GOVERNMENT;GOV_LOCALGOV;TAX_FNCACT_MINISTER;TAX_FNCACT_GOVERNMENT_MINISTER;MANMADE_DISASTER_IMPLIED;TAX_FNCACT_PROFESSORS;TAX_FNCACT_SPOKESMAN;NATURAL_DISASTER;NATURAL_DISASTER_FLOODED;ARMEDCONFLICT;TAX_DISEASE;TAX_DISEASE_CANCER;MOVEMENT_GENERAL;GENERAL_HEALTH;MEDICAL;CRIME_ILLEGAL_DRUGS;TAX_RELIGION;TAX_RELIGION_ISLAMIC;TAX_TERROR_GROUP;TAX_TERROR_GROUP_ISLAMIC_STATE;TAX_FNCACT_WRITER;TAX_SPECIALDEATH;KILL;ROAD_INCIDENT;ROAD_INCIDENT_VEHICLE_CRASH;MANMADE_DISASTER;MANMADE_DISASTER_VEHICLE_CRASH;SOC_TRAFFICACCIDENT;NATURAL_DISASTER_TORNADO;NATURAL_DISASTER_HIGH_WINDS;TAX_FNCACT_DIPLOMATS;TAX_FNCACT_FOREIGN_MINISTER;TAX_ETHNICITY;TAX_ETHNICITY_RUSSIAN;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_RUSSIAN;TAX_FNCACT_LEADER;SOC_POINTSOFINTEREST_PRISON;TAX_FNCACT_FELONS;,,"-3.32167832167832,2.0979020979021,5.41958041958042,7.51748251748252,20.979020979021,0.699300699300699,511"
65,65,20150302000000.0,SECURITY_SERVICES;TAX_FNCACT;TAX_FNCACT_POLICE;SOC_GENERALCRIME;PROTEST;TAX_FNCACT_DETECTIVES;TAX_FNCACT_REPAIRMAN;TAX_FNCACT_EXCAVATOR;TAX_FNCACT_PAWNBROKER;TRIAL;RURAL;,water police;strike force rosann;operational support group;rural fire service;strike force detectives,"-5.36723163841808,0.282485875706215,5.64971751412429,5.93220338983051,22.5988700564972,0,323"
66,66,20150302000000.0,ECON_STOCKMARKET;TAX_FNCACT;TAX_FNCACT_ANALYSTS;TAX_FNCACT_INVESTOR;TAX_FNCACT_ANALYST;MEDIA_MSM;ECON_TAXATION;ENV_OIL;ECON_OILPRICE;INFO_RUMOR;GENERAL_GOVERNMENT;CLOSURE;ECON_INFLATION;ECON_CENTRALBANK;ECON_INTEREST_RATES;,national bank;toyota;national assembly;pakistan state oil;gas development company;pakistan oilfields;faysal bank;pak petroleum,"-3.51493848857645,1.75746924428823,5.27240773286468,7.0298769771529,23.5500878734622,0.175746924428822,528"
67,67,20150302000000.0,TAX_FNCACT;TAX_FNCACT_DIRECTOR;TAX_ETHNICITY;TAX_ETHNICITY_BLACK;MANMADE_DISASTER_IMPLIED;TAX_RELIGION;TAX_RELIGION_ISLAMIC;TAX_FNCACT_CHILD;TAX_FNCACT_PROPHET;TAX_FNCACT_LEFTIST;GENERAL_GOVERNMENT;TAX_FNCACT_WOMEN;TAX_ETHNICITY_IRANIANS;TAX_ETHNICITY_PERSIAN;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_PERSIAN;TAX_ETHNICITY_IRANIAN;TAX_FNCACT_WOMAN;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_TIGER;RELIGION;TAX_ETHNICITY_BLACKS;TAX_ETHNICITY_FRENCH;TAX_WORLDLANGUAGES_FRENCH;TAX_ETHNICITY_ENGLISH;TAX_WORLDLANGUAGES_ENGLISH;ARMEDCONFLICT;TAX_FNCACT_ACTRESS;TAX_ETHNICITY_AMERICAN;SOC_SUICIDE;TAX_FNCACT_DIRECTORS;,,"-0.306278713629402,3.52220520673813,3.82848392036753,7.35068912710567,18.989280245023,0.306278713629403,1199"
68,68,20150302000000.0,LEADER;TAX_FNCACT;TAX_FNCACT_CONGRESSMAN;,netflix,"1.21212121212121,3.63636363636364,2.42424242424242,6.06060606060606,21.8181818181818,1.81818181818182,148"
69,69,20150302000000.0,TAX_ETHNICITY;TAX_ETHNICITY_AUSTRALIAN;TAX_FNCACT;TAX_FNCACT_OFFICIAL;TAX_FNCACT_MINISTER;SOC_EMERGINGTECH;TAX_FNCACT_CHAIRMAN;TAX_FNCACT_OFFICIALS;TAX_ETHNICITY_INDIAN;,malaysian airlines,"-2.78637770897833,0.619195046439629,3.40557275541796,4.02476780185759,23.8390092879257,0.309597523219814,316"
70,70,20150302000000.0,GENERAL_GOVERNMENT;CORRUPTION;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_OFFICERS;TAX_FNCACT;TAX_FNCACT_OFFICERS;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_HUMAN;TAX_FNCACT_LEADER;LEADER;TAX_FNCACT_PRESIDENT;TAX_ETHNICITY;TAX_ETHNICITY_TAMIL;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_TAMIL;TAX_WORLDFISH;TAX_WORLDFISH_TOP;TAX_FNCACT_LEADERS;TAX_WORLDLANGUAGES_AMONG;TAX_FNCACT_WORKERS;ELECTION;TAX_FNCACT_OFFICIAL;TAX_FNCACT_OFFICIALS;,delhi assembly;ia implementing agency,"0.826446280991736,4.13223140495868,3.30578512396694,7.43801652892562,25,0.413223140495868,435"
71,71,20150302000000.0,LEADER;TAX_FNCACT;TAX_FNCACT_MAYOR;TAX_FNCACT_MINISTER;TAX_FNCACT_PRIME_MINISTER;NATURAL_DISASTER;NATURAL_DISASTER_NATURAL_DISASTER;DISCRIMINATION;NATURAL_DISASTER_CYCLONE;MANMADE_DISASTER_IMPLIED;GENERAL_GOVERNMENT;TAX_FNCACT_MAYORS;,,"-2.7027027027027,2.02702702702703,4.72972972972973,6.75675675675676,26.3513513513513,2.02702702702703,142"
72,72,20150302000000.0,ENV_METALS;TAX_WORLDFISH;TAX_WORLDFISH_TOPS;TAX_FNCACT;TAX_FNCACT_ARTISTS;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_AMONG;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_HUMANS;TAX_FNCACT_ARTIST;MARITIME;TAX_WEAPONS;TAX_WEAPONS_MORTAR;TAX_FNCACT_AUTHOR;TAX_FNCACT_PRINCESS;TAX_ETHNICITY;TAX_ETHNICITY_KOREAN;TAX_WORLDLANGUAGES_KOREAN;,,"1.99750312109863,4.74406991260924,2.74656679151061,7.49063670411985,20.9737827715356,0.499375780274657,718"
73,73,20150302000000.0,ECON_CENTRALBANK;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_AMONG;TAX_ETHNICITY;TAX_ETHNICITY_CHINESE;TAX_WORLDLANGUAGES_CHINESE;ECON_INTEREST_RATES;ECON_INFLATION;ECON_WORLDCURRENCIES;ECON_WORLDCURRENCIES_DOLLAR;ECON_WORLDCURRENCIES_BRITISH_POUND;ECON_CURRENCY_EXCHANGE_RATE;TAX_FNCACT;TAX_FNCACT_PRINCIPAL;TAX_FNCACT_AUTHOR;TAX_FNCACT_EMPLOYEES;,central bank;assets purchase program,"-1.43613000755858,2.56991685563114,4.00604686318972,6.57596371882086,23.0536659108088,0.982615268329554,1197"
74,74,20150302000000.0,TAX_FNCACT;TAX_FNCACT_FISHERMAN;TRIAL;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_PRISON;TAX_WORLDFISH;TAX_WORLDFISH_BASS;TAX_WORLDFISH_STRIPED_BASS;TAX_FNCACT_PROSECUTORS;TAX_FNCACT_JUDGE;TAX_FNCACT_BOSS;TAX_WORLDFISH_FISH;,,"-4.67836257309941,1.16959064327485,5.84795321637427,7.01754385964912,25.7309941520468,0,146"
75,75,20150302000000.0,GENERAL_HEALTH;SECURITY_SERVICES;TAX_FNCACT;TAX_FNCACT_POLICE;MEDICAL;TAX_FNCACT_PARAMEDIC;TAX_FOODSTAPLES;TAX_FOODSTAPLES_POTATOES;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_HOSPITAL;PRIVATIZATION;TAX_ETHNICITY;TAX_ETHNICITY_BLACK;TAX_FNCACT_PLAYWRIGHT;POLITICAL_TURMOIL;TAX_FNCACT_KING;UNEMPLOYMENT;TAX_FNCACT_UNEMPLOYED;TAX_ETHNICITY_BLACKS;LEADER;TAX_FNCACT_MAYOR;GOV_LOCALGOV;MANMADE_DISASTER_IMPLIED;KILL;EDUCATION;SOC_POINTSOFINTEREST_UNIVERSITY;TAX_FNCACT_PHYSICIAN;MED_EMERGENCYROOM;RECRUITMENT;TAX_FNCACT_TECHNICIANS;SOC_POINTSOFINTEREST_SCHOOL;SOC_POINTSOFINTEREST_HIGH_SCHOOL;TAX_ETHNICITY_WHITE;TAX_FNCACT_DOCTOR;TAX_FNCACT_OFFICER;TAX_FNCACT_POLICE_OFFICER;TAX_ETHNICITY_AMERICAN;TAX_FNCACT_PARAMEDICS;,university of pittsburgh;freedom house;freedom house ambulance service;pittsburgh emergency medical services,"-1.2448132780083,3.18118948824343,4.42600276625173,7.60719225449516,24.6196403872752,1.6597510373444,662"
76,76,20150302000000.0,TAX_WORLDFISH;TAX_WORLDFISH_TOP;TAX_FNCACT;TAX_FNCACT_OFFICIAL;TAX_FNCACT_CHIEF;TAX_FNCACT_EXECUTIVE;TAX_FNCACT_CHIEF_EXECUTIVE;TAX_FNCACT_ARTIST;TAX_RELIGION;TAX_RELIGION_CHURCH;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_AMONG;,google;me to church,"3.58680057388809,4.59110473457676,1.00430416068867,5.59540889526542,17.5035868005739,0.573888091822095,629"
77,77,20150302000000.0,TAX_FNCACT;TAX_FNCACT_SENATOR;TAX_SPECIALDEATH;TAX_RELIGION;TAX_RELIGION_ISLAMIC;TAX_TERROR_GROUP;TAX_TERROR_GROUP_ISLAMIC_STATE;TAX_FNCACT_SUPPORTERS;TAX_RELIGION_SHARIA;LEGISLATION;TAX_FNCACT_MAN;TAX_FNCACT_MESSENGER;TAX_TERROR_GROUP_MUJAHIDEEN;TAX_RELIGION_MOSQUE;SECURITY_SERVICES;TAX_FNCACT_POLICE;TAX_ETHNICITY;TAX_ETHNICITY_AUSTRALIAN;TAX_FNCACT_SPOKESPERSON;TERROR;DEATH_PENALTY;TRIAL;,tasmania police;australian federal police,"-4.04040404040404,1.34680134680135,5.38720538720539,6.73400673400673,26.5993265993266,1.01010101010101,278"
78,78,20150302000000.0,TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_CATS;TAX_ETHNICITY;TAX_ETHNICITY_WHITE;TAX_FNCACT;TAX_FNCACT_DIRECTOR;TAX_FNCACT_COMPOSER;TAX_ETHNICITY_CHINESE;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_CHINESE;TAX_WORLDMAMMALS_CAT;,,"1.92926045016077,2.2508038585209,0.321543408360129,2.57234726688103,17.3633440514469,0,279"
79,79,20150302000000.0,ECON_ENTREPRENEURSHIP;TAX_FNCACT;TAX_FNCACT_ENTREPRENEUR;ARREST;GENERAL_GOVERNMENT;TRIAL;ELECTION;TAX_ETHNICITY;TAX_ETHNICITY_AUSTRALIAN;TAX_FNCACT_INVESTOR;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_TRS;DELAY;,mastercard;motion pictures association of america;internet party,"0,2.9940119760479,2.9940119760479,5.98802395209581,24.251497005988,0.598802395209581,304"
80,80,20150302000000.0,,super league;champions league;firm of scottish;europa league,"1.53473344103393,4.281098546042,2.74636510500808,7.02746365105008,20.7592891760905,0,1130"
81,81,20150302000000.0,ARREST;PROTEST;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_AMONG;TAX_FNCACT;TAX_FNCACT_CHAIRMAN;POLITICAL_PRISONER;DEMOCRACY;SLFID_DICTATORSHIP;KILL;MOVEMENT_GENERAL;TAX_FNCACT_ACTIVIST;JUSTICE;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_JAIL;TAX_FNCACT_CITIZENS;SOC_GENERALCRIME;TAX_FNCACT_VICTIMS;TAX_ETHNICITY;TAX_ETHNICITY_THAI;TAX_FNCACT_LEADER;LEADER;TAX_FNCACT_POLITICAL_LEADER;SOC_PARDON;TAX_FNCACT_WRONGDOERS;CONSTITUTIONAL;TAX_WEAPONS;TAX_WEAPONS_GUN;LEGISLATION;TAX_WEAPONS_BOMB;SOC_POINTSOFINTEREST_HEADQUARTERS;GENERAL_HEALTH;MEDICAL;TAX_FNCACT_PHYSICIAN;SOC_POINTSOFINTEREST_PRISON;TRIAL;,bhumjaithai party;democratic reform committee;ministry of justice;national reform council,"-2.96191819464034,4.23131170662905,7.19322990126939,11.4245416078984,24.4005641748942,0.705218617771509,643"
82,82,20150302000000.0,DISCRIMINATION;ECON_ENTREPRENEURSHIP;TRIAL;HARASSMENT;TAX_FNCACT;TAX_FNCACT_LAWYERS;TAX_FNCACT_CHIEF;TAX_FNCACT_EXECUTIVE;TAX_FNCACT_CHIEF_EXECUTIVE;TAX_FNCACT_BOSS;MANMADE_DISASTER_IMPLIED;TAX_FNCACT_INVESTOR;TAX_FNCACT_WOMEN;KILL;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITY;LEGISLATION;TAX_FNCACT_PROFESSOR;TAX_FNCACT_EXECUTIVES;TAX_FNCACT_CHIEF_EXECUTIVES;TAX_FNCACT_FEMINISTS;TAX_FNCACT_WHORE;TAX_FNCACT_WOMAN;TAX_FNCACT_SUPERVISORS;TAX_FNCACT_ROLE_MODELS;TAX_WORLDFISH;TAX_WORLDFISH_TOP;MEDIA_SOCIAL;LEADER;TAX_FNCACT_PRESIDENT;TAX_FNCACT_ENGINEERS;TAX_FNCACT_EMPLOYEES;,google;facebook;stanford university;yahoo,"-2.62910798122066,2.06572769953052,4.69483568075117,6.76056338028169,22.4413145539906,0.563380281690141,994"
